nsn,item_description,date,unit_price,demand_quantity,market_index,supplier_id,contract_id,data_density_class,recommended_modeling_approach
5998-01-444-1122,Control Circuit Card,2024-04-01,995.74,27,1.064,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2024-07-01,988.6,21,1.058,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2024-10-01,963.05,42,1.051,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2025-01-01,1075.13,22,1.06,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2025-04-01,1002.78,42,1.088,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2025-07-01,1111.08,25,1.089,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
5998-01-444-1122,Control Circuit Card,2025-10-01,1079.23,29,1.115,SUP-005,CON-1129,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2023-01-01,354.74,21,1.011,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2023-04-01,325.82,7,0.994,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2023-07-01,341.88,43,1.011,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2023-10-01,351.5,29,1.008,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2024-01-01,367.11,4,1.018,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2024-04-01,363.64,20,1.054,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2024-07-01,356.84,38,1.073,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2024-10-01,345.44,4,1.037,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2025-01-01,357.92,32,1.056,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2025-04-01,381.11,5,1.09,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2025-07-01,373.56,12,1.063,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
2990-00-832-1190,Fuel Pump Module,2025-10-01,396.4,40,1.114,SUP-005,CON-2375,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2023-01-01,52.37,19,1.005,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2023-04-01,57.69,26,1.017,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2023-07-01,55.02,17,1.025,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2023-10-01,59.58,26,1.037,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2024-01-01,63.57,29,1.03,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2024-04-01,64.38,20,1.034,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2024-07-01,66.54,31,1.076,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2024-10-01,58.34,24,1.042,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2025-01-01,59.7,35,1.06,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2025-04-01,62.53,24,1.076,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2025-07-01,70.13,18,1.104,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
5340-01-880-0091,Vehicle Mounting Bracket,2025-10-01,65.1,21,1.113,SUP-005,CON-6102,moderate_quarterly,gradient_boosting_with_features
4820-00-111-2222,Legacy Valve,2016-01-01,437.44,4,0.961,SUP-009,CON-3004,sparse_multi_year,feature_based_forecast_or_analog_item
4820-00-111-2222,Legacy Valve,2019-05-01,462.97,1,1.028,SUP-009,CON-3004,sparse_multi_year,feature_based_forecast_or_analog_item
4820-00-111-2222,Legacy Valve,2023-02-01,672.66,3,1.086,SUP-009,CON-3004,sparse_multi_year,feature_based_forecast_or_analog_item
4820-00-111-2222,Legacy Valve,2026-04-01,678.25,5,1.221,SUP-009,CON-3004,sparse_multi_year,feature_based_forecast_or_analog_item
4820-00-111-2222,Legacy Valve,2029-08-01,775.62,2,1.284,SUP-009,CON-3004,sparse_multi_year,feature_based_forecast_or_analog_item
6110-00-333-4444,Obsolete Power Regulator,2016-01-01,1121.69,1,0.935,SUP-008,CON-3005,sparse_multi_year,feature_based_forecast_or_analog_item
6110-00-333-4444,Obsolete Power Regulator,2019-05-01,1255.19,2,1.037,SUP-008,CON-3005,sparse_multi_year,feature_based_forecast_or_analog_item
6110-00-333-4444,Obsolete Power Regulator,2023-02-01,1575.23,3,1.074,SUP-008,CON-3005,sparse_multi_year,feature_based_forecast_or_analog_item
6110-00-333-4444,Obsolete Power Regulator,2026-04-01,1836.9,5,1.192,SUP-008,CON-3005,sparse_multi_year,feature_based_forecast_or_analog_item
6110-00-333-4444,Obsolete Power Regulator,2029-08-01,2161.88,2,1.301,SUP-008,CON-3005,sparse_multi_year,feature_based_forecast_or_analog_item
1680-01-444-5555,Rare Seat Actuator,2016-01-01,2124.85,2,0.939,SUP-010,CON-3006,sparse_multi_year,feature_based_forecast_or_analog_item
1680-01-444-5555,Rare Seat Actuator,2019-05-01,2539.64,4,1.063,SUP-010,CON-3006,sparse_multi_year,feature_based_forecast_or_analog_item
1680-01-444-5555,Rare Seat Actuator,2023-02-01,2992.15,2,1.088,SUP-010,CON-3006,sparse_multi_year,feature_based_forecast_or_analog_item
1680-01-444-5555,Rare Seat Actuator,2026-04-01,3392.73,5,1.152,SUP-010,CON-3006,sparse_multi_year,feature_based_forecast_or_analog_item
1680-01-444-5555,Rare Seat Actuator,2029-08-01,4219.88,1,1.259,SUP-010,CON-3006,sparse_multi_year,feature_based_forecast_or_analog_item
